Index,DAG-ID,Send-Outer,Recv-Outer,Latency,Absolute Deadline,Relative Deadline,DAG Preemptions,,,period,strictly
227,3,33911148740,33938288333,27139593,33855174166,32000000,-,,,,
228,1,34010743925,34046104240,35360315,33966004407,48000000,-,,,22700002370,2370
228,2,22610917833,22624046703,13128870,22576936185,14000000,-,,,,
228,3,34011148388,34038290685,27142297,33955174111,32000000,-,,,,
229,1,34110745185,34146106240,35361055,34066003518,48000000,-,,,22800003630,3630
229,2,22660917759,22674016925,13099166,22626941666,14000000,-,,,,
229,3,34111149666,34138291944,27142278,34055173722,32000000,-,,,,
230,1,34210745537,34246102055,35356518,34166006185,48000000,-,,,22900003982,3982
230,2,22710923648,22724052592,13128944,22676930592,14000000,-,,,,
230,3,34211149111,34238288962,27139851,34155174833,32000000,-,,,,
231,1,34310744537,34346106907,35362370,34266004833,48000000,-,,,23000002982,2982
231,2,22760920518,22774020629,13100111,22726947500,14000000,-,,,,
231,3,34311148462,34338290185,27141723,34255174759,32000000,-,,,,
232,1,34410746907,34446108351,35361444,34366005722,48000000,-,,,23100005352,5352
232,2,22810916000,22824044870,13128870,22776935166,14000000,-,,,,
232,3,34411151037,34438289740,27138703,34355174185,32000000,-,,,,
233,1,34510739407,34546099259,35359852,34466008240,48000000,-,,,23199997852,-2148
233,2,22860924722,22874022555,13097833,22826939481,14000000,-,,,,
233,3,34511155092,34538295444,27140352,34455176462,32000000,-,,,,
234,1,34610747166,34646108148,35360982,34566001055,48000000,-,,,23300005611,5611
234,2,22910916685,22924045444,13128759,22876940277,14000000,-,,,,
234,3,34611150925,34638288296,27137371,34555180462,32000000,-,,,,
235,1,34710744388,34746104018,35359630,34666007722,48000000,-,,,23400002833,2833
235,2,22960922518,22974022296,13099778,22926940407,14000000,-,,,,
235,3,34711148277,34738289962,27141685,34655176592,32000000,-,,,,
236,1,34810738740,34846096685,35357945,34766004333,48000000,-,,,23499997185,-2815
236,2,23010922611,23024053870,13131259,22976937129,14000000,-,,,,
236,3,34811153074,34838290185,27137111,34755173555,32000000,-,,,,
237,1,34910743962,34946104148,35360186,34865998425,48000000,-,,,23600002407,2407
237,2,23060920351,23074019851,13099500,23026945481,14000000,-,,,,
237,3,34911147574,34938291462,27143888,34855177944,32000000,-,,,,
238,1,35010741888,35046103722,35361834,34966004481,48000000,-,,,23700000333,333
238,2,23110915592,23124044444,13128852,23076935018,14000000,-,,,,
238,3,35011146703,35038287666,27140963,34955172629,32000000,-,,,,
239,1,35110744796,35146105981,35361185,35066003074,48000000,-,,,23800003241,3241
239,2,23160924555,23174024351,13099796,23126938833,14000000,-,,,,
239,3,35111148592,35138291370,27142778,35055172481,32000000,-,,,,
240,1,35210741370,35246105425,35364055,35166005407,48000000,-,,,23899999815,-185
240,2,23210917981,23224046944,13128963,23176940648,14000000,-,,,,
240,3,35211147870,35238287018,27139148,35155173944,32000000,-,,,,
241,1,35310738870,35346097740,35358870,35266004388,48000000,-,,,23999997315,-2685
241,2,23260924722,23274027611,13102889,23226941277,14000000,-,,,,
241,3,35311156314,35338299666,27143352,35255173148,32000000,-,,,,
242,1,35410740481,35446100777,35360296,35366000944,48000000,-,,,24099998926,-1074
242,2,23310922240,23324051018,13128778,23276939500,14000000,-,,,,
242,3,35411146888,35438288148,27141260,35355181537,32000000,-,,,,
243,1,35510741611,35546104629,35363018,35466000537,48000000,-,,,24200000056,56
243,2,23360918722,23374016907,13098185,23326945240,14000000,-,,,,
243,3,35511148814,35538288185,27139371,35455172370,32000000,-,,,,
244,1,35610743037,35646102629,35359592,35566002648,48000000,-,,,24300001482,1482
244,2,23410918907,23424047833,13128926,23376931333,14000000,-,,,,
244,3,35611149851,35638291296,27141445,35555174388,32000000,-,,,,
245,1,35710739518,35746097222,35357704,35666002740,48000000,-,,,24399997963,-2037
245,2,23460921703,23474019444,13097741,23426942981,14000000,-,,,,
245,3,35711154240,35738298000,27143760,35655175037,32000000,-,,,,
246,1,35810746814,35846107222,35360408,35765999981,48000000,-,,,24500005259,5259
246,2,23510917796,23524047222,13129426,23476934462,14000000,-,,,,
246,3,35811151500,35838289407,27137907,35755180907,32000000,-,,,,
247,1,35910744925,35946105351,35360426,35866008037,48000000,-,,,24600003370,3370
247,2,23560923240,23574024870,13101630,23526941462,14000000,-,,,,
247,3,35911149240,35938291722,27142482,35855175425,32000000,-,,,,
248,1,36010743055,36046104425,35361370,35966005444,48000000,-,,,24700001500,1500
248,2,23610924555,23624052277,13127722,23576937925,14000000,-,,,,
248,3,36011146722,36038286574,27139852,35955174351,32000000,-,,,,
249,1,36110746370,36146108259,35361889,36066002962,48000000,-,,,24800004815,4815
249,2,23660918925,23674017277,13098352,23626947537,14000000,-,,,,
249,3,36111150796,36138291092,27140296,36055172259,32000000,-,,,,
250,1,36210737925,36246095444,35357519,36166007388,48000000,-,,,24899996370,-3630
250,2,23710923203,23724053851,13130648,23676933555,14000000,-,,,,
250,3,36211153000,36238292870,27139870,36155176296,32000000,-,,,,
251,1,36310745425,36346105611,35360186,36265998611,48000000,-,,,25000003870,3870
251,2,23760916092,23774017574,13101482,23726947111,14000000,-,,,,
251,3,36311149259,36338289500,27140241,36255178481,32000000,-,,,,
252,1,36410747425,36446108018,35360593,36366005351,48000000,-,,,25100005870,5870
252,2,23810920777,23824048759,13127982,23776930907,14000000,-,,,,
252,3,36411151277,36438292925,27141648,36355174666,32000000,-,,,,
253,1,36510740592,36546100722,35360130,36466007425,48000000,-,,,25199999037,-963
253,2,23860917203,23874015481,13098278,23826943740,14000000,-,,,,
253,3,36511155722,36538294240,27138518,36455177185,32000000,-,,,,
254,1,36610740333,36646096537,35356204,36566000611,48000000,-,,,25299998778,-1222
254,2,23910919185,23924048333,13129148,23876930407,14000000,-,,,,
254,3,36611154666,36638294796,27140130,36555180703,32000000,-,,,,
255,1,36710742981,36746104629,35361648,36665999462,48000000,-,,,25400001426,1426
255,2,23960916629,23974015851,13099222,23926943203,14000000,-,,,,
255,3,36711147185,36738287925,27140740,36655179962,32000000,-,,,,
256,1,36810740185,36846100111,35359926,36766003333,48000000,-,,,25499998630,-1370
256,2,24010924351,24024055000,13130649,23976931203,14000000,-,,,,
256,3,36811154981,36838294388,27139407,36755172722,32000000,-,,,,
257,1,36910744796,36946106537,35361741,36866001185,48000000,-,,,25600003241,3241
257,2,24060922074,24074018407,13096333,24026947259,14000000,-,,,,
257,3,36911148555,36938290907,27142352,36855179925,32000000,-,,,,
258,1,37010742037,37046103981,35361944,36966005314,48000000,-,,,25700000482,482
258,2,24110919388,24124049018,13129630,24076934333,14000000,-,,,,
258,3,37011146314,37038287851,27141537,36955174055,32000000,-,,,,
259,1,37110744462,37146104407,35359945,37066003407,48000000,-,,,25800002907,2907
259,2,24160916314,24174014333,13098019,24126943425,14000000,-,,,,
259,3,37111147907,37138286777,27138870,37055171814,32000000,-,,,,
260,1,37210740185,37246099185,35359000,37166004500,48000000,-,,,25899998630,-1370
260,2,24210924611,24224054518,13129907,24176929759,14000000,-,,,,
260,3,37211155203,37238295055,27139852,37155173203,32000000,-,,,,
261,1,37310746222,37346107222,35361000,37266000629,48000000,-,,,26000004667,4667
261,2,24260922462,24274026055,13103593,24226949333,14000000,-,,,,
261,3,37311150185,37338292537,27142352,37255180407,32000000,-,,,,
262,1,37410743851,37446103407,35359556,37366006370,48000000,-,,,26100002296,2296
262,2,24310917314,24324048518,13131204,24276937018,14000000,-,,,,
262,3,37411147555,37438286222,27138667,37355175500,32000000,-,,,,
263,1,37510737833,37546110074,35372241,37466003203,48000000,-,,,26199996278,-3722
263,2,24360924537,24374023777,13099240,24326941111,14000000,-,,,,
263,3,37511152462,37538292703,27140241,37455173259,32000000,-,,,,
264,1,37610737148,37646109462,35372314,37566009333,48000000,-,,,26299995593,-4407
264,2,24410923759,24424053685,13129926,24376939314,14000000,-,,,,
264,3,37611151981,37638291944,27139963,37555177629,32000000,-,,,,
265,1,37710740074,37746099222,35359148,37666010925,48000000,-,,,26399998519,-1481
265,2,24460921203,24474019277,13098074,24426947796,14000000,-,,,,
265,3,37711155185,37738294518,27139333,37655176907,32000000,-,,,,
266,1,37810741944,37846105481,35363537,37766001351,48000000,-,,,26500000389,389
266,2,24510919666,24524049500,13129834,24476935703,14000000,-,,,,
266,3,37811146074,37838286129,27140055,37755180870,32000000,-,,,,
267,1,37910740518,37946105537,35365019,37866003277,48000000,-,,,26599998963,-1037
267,2,24560916092,24574011407,13095315,24526943074,14000000,-,,,,
267,3,37911147425,37938289055,27141630,37855171092,32000000,-,,,,
268,1,38010743870,38046109129,35365259,37966005111,48000000,-,,,26700002315,2315
268,2,24610916000,24624046259,13130259,24576930851,14000000,-,,,,
268,3,38011151518,38038292185,27140667,37955172962,32000000,-,,,,
269,1,38110741481,38146103092,35361611,38066007407,48000000,-,,,26799999926,-74
269,2,24660923185,24674018500,13095315,24626940444,14000000,-,,,,
269,3,38111148777,38138290944,27142167,38055177685,32000000,-,,,,
270,1,38210741740,38246102833,35361093,38166002277,48000000,-,,,26900000185,185
270,2,24710917240,24724047722,13130482,24676937796,14000000,-,,,,
270,3,38211148222,38238284592,27136370,38155173870,32000000,-,,,,
271,1,38310741407,38346101796,35360389,38266002444,48000000,-,,,26999999852,-148
271,2,24760915629,24774015351,13099722,24726941277,14000000,-,,,,
271,3,38311148685,38338290944,27142259,38255173500,32000000,-,,,,
272,1,38410741666,38446098314,35356648,38366001018,48000000,-,,,27100000111,111
272,2,24810918574,24824048592,13130018,24776930407,14000000,-,,,,
272,3,38411156296,38438294481,27138185,38355173629,32000000,-,,,,
273,1,38510743370,38546103907,35360537,38466001648,48000000,-,,,27200001815,1815
273,2,24860918037,24874020074,13102037,24826942851,14000000,-,,,,
273,3,38511147351,38538288629,27141278,38455180166,32000000,-,,,,
274,1,38610744129,38646105462,35361333,38566004074,48000000,-,,,27300002574,2574
274,2,24910917574,24924047722,13130148,24876932629,14000000,-,,,,
274,3,38611148259,38638285833,27137574,38555172685,32000000,-,,,,
275,1,38710742722,38746105592,35362870,38666005629,48000000,-,,,27400001167,1167
275,2,24960919129,24974019055,13099926,24926941777,14000000,-,,,,
275,3,38711147222,38738288759,27141537,38655173833,32000000,-,,,,
276,1,38810745351,38846103722,35358371,38766003296,48000000,-,,,27500003796,3796
276,2,25010923537,25024053648,13130111,24976933814,14000000,-,,,,
276,3,38811149074,38838287314,27138240,38755172907,32000000,-,,,,
277,1,38910743574,38946102925,35359351,38866005296,48000000,-,,,27600002019,2019
277,2,25060921648,25074022037,13100389,25026947481,14000000,-,,,,
277,3,38911148000,38938287703,27139703,38855174481,32000000,-,,,,
278,1,39010744759,39046105703,35360944,38966003814,48000000,-,,,27700003204,3204
278,2,25110916166,25124045166,13129000,25076936314,14000000,-,,,,
278,3,39011148592,39038288388,27139796,38955172981,32000000,-,,,,
279,1,39110742166,39146103296,35361130,39066006111,48000000,-,,,27800000611,611
279,2,25160917407,25174016648,13099241,25126939222,14000000,-,,,,
279,3,39111146314,39138288055,27141741,39055173870,32000000,-,,,,
280,1,39210747092,39246107833,35360741,39166001574,48000000,-,,,27900005537,5537
280,2,25210919240,25224048277,13129037,25176932000,14000000,-,,,,
280,3,39211150814,39238294388,27143574,39155171981,32000000,-,,,,
281,1,39310745703,39346106166,35360463,39266007388,48000000,-,,,28000004148,4148
281,2,25260916037,25274012222,13096185,25226943314,14000000,-,,,,
281,3,39311149537,39338290500,27140963,39255176462,32000000,-,,,,
282,1,39410739462,39446095462,35356000,39366006962,48000000,-,,,28099997907,-2093
282,2,25310924962,25324054666,13129704,25276928037,14000000,-,,,,
282,3,39411154148,39438294500,27140352,39355175685,32000000,-,,,,
283,1,39510742425,39546102740,35360315,39465998814,48000000,-,,,28200000870,870
283,2,25360924777,25374025296,13100519,25326948796,14000000,-,,,,
283,3,39511146685,39538289259,27142574,39455179481,32000000,-,,,,
284,1,39610746759,39646108796,35362037,39566002851,48000000,-,,,28300005204,5204
284,2,25410919185,25424048648,13129463,25376939666,14000000,-,,,,
284,3,39611151166,39638292314,27141148,39555172148,32000000,-,,,,
285,1,39710739018,39746097555,35358537,39666006796,48000000,-,,,28399997463,-2537
285,2,25460918703,25474017111,13098408,25426942574,14000000,-,,,,
285,3,39711154166,39738294740,27140574,39655176925,32000000,-,,,,
286,1,39810739148,39846096462,35357314,39765999629,48000000,-,,,28499997593,-2407
286,2,25510916833,25524045259,13128426,25476933481,14000000,-,,,,
286,3,39811153388,39838294407,27141019,39755179185,32000000,-,,,,
287,1,39910745685,39946107222,35361537,39865997962,48000000,-,,,28600004130,4130
287,2,25560915870,25574015888,13100018,25526940351,14000000,-,,,,
287,3,39911149740,39938287777,27138037,39855178685,32000000,-,,,,
288,1,40010744925,40046106666,35361741,39966006981,48000000,-,,,28700003370,3370
288,2,25610920648,25624049629,13128981,25576930407,14000000,-,,,,
288,3,40011149851,40038290351,27140500,39955175481,32000000,-,,,,
289,1,40110737277,40146108592,35371315,40066005981,48000000,-,,,28799995722,-4278
289,2,25660919074,25674019129,13100055,25626944833,14000000,-,,,,
289,3,40111152222,40138293388,27141166,40055175370,32000000,-,,,,
290,1,40210744500,40246108129,35363629,40166009685,48000000,-,,,28900002945,2945
290,2,25710921129,25724051555,13130426,25676933962,14000000,-,,,,
290,3,40211149166,40238291555,27142389,40155177648,32000000,-,,,,
291,1,40310743925,40346105296,35361371,40266005481,48000000,-,,,29000002370,2370
291,2,25760918259,25774020722,13102463,25726944870,14000000,-,,,,
291,3,40311147851,40338287277,27139426,40255174407,32000000,-,,,,
292,1,40410741574,40446099796,35358222,40366004925,48000000,-,,,29100000019,19
292,2,25810924648,25824054333,13129685,25776932833,14000000,-,,,,
292,3,40411156351,40438297037,27140686,40355173351,32000000,-,,,,
293,1,40510739666,40546096074,35356408,40466002333,48000000,-,,,29199998111,-1889
293,2,25860919333,25874017500,13098167,25826948833,14000000,-,,,,
293,3,40511154703,40538298222,27143519,40455181796,32000000,-,,,,
294,1,40610738388,40646095296,35356908,40565999277,48000000,-,,,29299996833,-3167
294,2,25910920351,25924049166,13128815,25876932574,14000000,-,,,,
294,3,40611153777,40638293648,27139871,40555179777,32000000,-,,,,
295,1,40710742759,40746105222,35362463,40665998888,48000000,-,,,29400001204,1204
295,2,25960915907,25974014777,13098870,25926943555,14000000,-,,,,
295,3,40711149722,40738288222,27138500,40655178685,32000000,-,,,,
296,1,40810742296,40846103796,35361500,40766004814,48000000,-,,,29500000741,741
296,2,26010917370,26024046722,13129352,25976930629,14000000,-,,,,
296,3,40811148722,40838285351,27136629,40755175537,32000000,-,,,,
297,1,40910741129,40946104592,35363463,40866004722,48000000,-,,,29599999574,-426
297,2,26060924185,26074025925,13101740,26026941129,14000000,-,,,,
297,3,40911149166,40938290351,27141185,40855173759,32000000,-,,,,
298,1,41010739481,41046100648,35361167,40966002333,48000000,-,,,29699997926,-2074
298,2,26110923833,26124054796,13130963,26076938907,14000000,-,,,,
298,3,41011148462,41038290222,27141760,40955174222,32000000,-,,,,
299,1,41110745277,41146106166,35360889,41065999851,48000000,-,,,29800003722,3722
299,2,26160919685,26174018611,13098926,26126947944,14000000,-,,,,
299,3,41111152000,41138293277,27141277,41055173759,32000000,-,,,,
300,1,41210745518,41246103925,35358407,41166005944,48000000,-,,,29900003963,3963
300,2,26210920796,26224050037,13129241,26176932129,14000000,-,,,,
300,3,41211149351,41238286351,27137000,41155177574,32000000,-,,,,
301,1,41310740685,41346098092,35357407,41263989462,48000000,-,,,29999999130,-870
301,2,26260918777,26274021981,13103204,26226944648,14000000,-,,,,
301,3,41311155740,41338299388,27143648,41255173481,32000000,-,,,,
302,1,41410746500,41446107055,35360555,41366000537,48000000,-,,,30100004945,4945
302,2,26310920000,26324049185,13129185,26276933444,14000000,-,,,,
302,3,41411150592,41438292166,27141574,41355181000,32000000,-,,,,
303,1,41510738000,41546096740,35358740,41466006962,48000000,-,,,30199996445,-3555
303,2,26360918907,26374019018,13100111,26326943574,14000000,-,,,,
303,3,41511153222,41538293796,27140574,41455175888,32000000,-,,,,
304,1,41610742092,41646102703,35360611,41565999351,48000000,-,,,30300000537,537
304,2,26410920296,26424049259,13128963,26376933629,14000000,-,,,,
304,3,41611147351,41638287185,27139834,41555179037,32000000,-,,,,
305,1,41710744925,41746106500,35361575,41666002111,48000000,-,,,30400003370,3370
305,2,26460916259,26474014074,13097815,26426943370,14000000,-,,,,
305,3,41711148944,41738290574,27141630,41655172777,32000000,-,,,,
306,1,41810746314,41846107537,35361223,41766005259,48000000,-,,,30500004759,4759
306,2,26510924296,26524055407,13131111,26476928481,14000000,-,,,,
306,3,41811150925,41838291425,27140500,41755174722,32000000,-,,,,
307,1,41910747500,41946110018,35362518,41866007037,48000000,-,,,30600005945,5945
307,2,26560922351,26574022240,13099889,26526948629,14000000,-,,,,
307,3,41911152000,41938292833,27140833,41855176277,32000000,-,,,,
308,1,42010746148,42046105685,35359537,41966009296,48000000,-,,,30700004593,4593
308,2,26610915629,26624047462,13131833,26576937148,14000000,-,,,,
308,3,42011149629,42038289740,27140111,41955177351,32000000,-,,,,
309,1,42110737592,42146108425,35370833,42066005444,48000000,-,,,30799996037,-3963
309,2,26660924000,26674022814,13098814,26626941018,14000000,-,,,,
309,3,42111152166,42138293277,27141111,42055174888,32000000,-,,,,
310,1,42210738074,42246096851,35358777,42166008907,48000000,-,,,30899996519,-3481
310,2,26710922333,26724052074,13129741,26676938666,14000000,-,,,,
310,3,42211154388,42238291648,27137260,42155177592,32000000,-,,,,
311,1,42310745574,42346107129,35361555,42266000314,48000000,-,,,31000004019,4019
311,2,26760920037,26774022222,13102185,26726945500,14000000,-,,,,
311,3,42311149407,42338286981,27137574,42255179074,32000000,-,,,,
312,1,42410739277,42446095759,35356482,42366006648,48000000,-,,,31099997722,-2278
312,2,26810924037,26824054185,13130148,26776934722,14000000,-,,,,
312,3,42411154407,42438294370,27139963,42355174759,32000000,-,,,,
313,1,42510744481,42546106685,35362204,42465999203,48000000,-,,,31200002926,2926
313,2,26860924037,26874024518,13100481,26826948074,14000000,-,,,,
313,3,42511148574,42538287888,27139314,42455180407,32000000,-,,,,
314,1,42610743277,42646105388,35362111,42566006759,48000000,-,,,31300001722,1722
314,2,26910922185,26924052018,13129833,26876938796,14000000,-,,,,
314,3,42611148314,42638288907,27140593,42555174037,32000000,-,,,,
315,1,42710740814,42746099092,35358278,42666005314,48000000,-,,,31399999259,-741
315,2,26960915296,26974014333,13099037,26926946277,14000000,-,,,,
315,3,42711155574,42738296592,27141018,42655173925,32000000,-,,,,
316,1,42810746648,42846107722,35361074,42766001814,48000000,-,,,31500005093,5093
316,2,27010918500,27024047055,13128555,26976930425,14000000,-,,,,
316,3,42811150925,42838288537,27137612,42755181148,32000000,-,,,,
317,1,42910745592,42946104962,35359370,42866006833,48000000,-,,,31600004037,4037
317,2,27060920629,27074019648,13099019,27026942185,14000000,-,,,,
317,3,42911149518,42938290222,27140704,42855176259,32000000,-,,,,
318,1,43010742222,43046103500,35361278,42966005981,48000000,-,,,31700000667,667
318,2,27110918759,27124048944,13130185,27076935333,14000000,-,,,,
318,3,43011147388,43038290407,27143019,42955175222,32000000,-,,,,
319,1,43110742777,43146104555,35361778,43066002685,48000000,-,,,31800001222,1222
319,2,27160915833,27174012018,13096185,27126942000,14000000,-,,,,
319,3,43111146333,43138287685,27141352,43055173148,32000000,-,,,,
320,1,43210743629,43246104907,35361278,43166003611,48000000,-,,,31900002074,2074
320,2,27210923055,27224053166,13130111,27176927981,14000000,-,,,,
320,3,43211147425,43238287203,27139778,43155171648,32000000,-,,,,
321,1,43310741703,43346104462,35362759,43266004648,48000000,-,,,32000000148,148
321,2,27260922000,27274022018,13100018,27226947203,14000000,-,,,,
321,3,43311146333,43338286925,27140592,43255173314,32000000,-,,,,
322,1,43410743851,43446104888,35361037,43366001740,48000000,-,,,32100002296,2296
322,2,27310922296,27324051666,13129370,27276936685,14000000,-,,,,
322,3,43411148129,43438287962,27139833,43355171759,32000000,-,,,,
323,1,43510741425,43546105018,35363593,43466004962,48000000,-,,,32199999870,-130
323,2,27360917907,27374020148,13102241,27326946388,14000000,-,,,,
323,3,43511147555,43538289870,27142315,43455174814,32000000,-,,,,
324,1,43610743574,43646105574,35362000,43566005388,48000000,-,,,32300002019,2019
324,2,27410915777,27424045518,13129741,27376932648,14000000,-,,,,
324,3,43611147888,43638289981,27142093,43555173351,32000000,-,,,,
325,1,43710738000,43746095833,35357833,43666005185,48000000,-,,,32399996445,-3555
325,2,27460920537,27474012851,13092314,27426939851,14000000,-,,,,
325,3,43711152722,43738292981,27140259,43655173425,32000000,-,,,,
326,1,43810743185,43846104740,35361555,43765998611,48000000,-,,,32500001630,1630
326,2,27510918740,27524050314,13131574,27476933907,14000000,-,,,,
326,3,43811147648,43838288277,27140629,43755178314,32000000,-,,,,
327,1,43910746166,43946107240,35361074,43866003740,48000000,-,,,32600004611,4611
327,2,27560923055,27574026296,13103241,27526943259,14000000,-,,,,
327,3,43911150037,43938292425,27142388,43855173666,32000000,-,,,,
328,1,44010747277,44046095888,35348611,43966005851,48000000,-,,,32700005722,5722
328,2,27610920759,27624050333,13129574,27576937777,14000000,-,,,,
328,3,44011154092,44038293666,27139574,43955175333,32000000,-,,,,
329,1,44110743166,44146106277,35363111,44065998759,48000000,-,,,32800001611,1611
329,2,27660917537,27674018537,13101000,27626944500,14000000,-,,,,
329,3,44111149740,44138290500,27140760,44055179648,32000000,-,,,,
330,1,44210739185,44246099037,35359852,44166005944,48000000,-,,,32899997630,-2370
330,2,27710916592,27724044629,13128037,27676932296,14000000,-,,,,
330,3,44211146907,44238286481,27139574,44155175314,32000000,-,,,,
331,1,44310744870,44346107685,35362815,44266000444,48000000,-,,,33000003315,3315
331,2,27760923759,27774018388,13094629,27726939925,14000000,-,,,,
331,3,44311151851,44338292222,27140371,44255172240,32000000,-,,,,
332,1,44410744185,44446107018,35362833,44366006796,48000000,-,,,33100002630,2630
332,2,27810922481,27824052500,13130019,27776939000,14000000,-,,,,
332,3,44411151444,44438291129,27139685,44355176888,32000000,-,,,,
333,1,44510746166,44546106074,35359908,44466004962,48000000,-,,,33200004611,4611
333,2,27860922333,27874024462,13102129,27826946388,14000000,-,,,,
333,3,44511152870,44538294277,27141407,44455176666,32000000,-,,,,
334,1,44610744574,44646104425,35359851,44566004833,48000000,-,,,33300003019,3019
334,2,27910921203,27924050870,13129667,27876937074,14000000,-,,,,
334,3,44611148240,44638289500,27141260,44555177777,32000000,-,,,,
335,1,44710746648,44746105444,35358796,44666004148,48000000,-,,,33400005093,5093
335,2,27960920462,27974019611,13099149,27926944981,14000000,-,,,,
335,3,44711152018,44738294037,27142019,44655172944,32000000,-,,,,
336,1,44810741185,44846099037,35357852,44766007092,48000000,-,,,33499999630,-370
336,2,28010916759,28024046129,13129370,27976934944,14000000,-,,,,
336,3,44811156722,44838295703,27138981,44755177425,32000000,-,,,,
337,1,44910745870,44946107166,35361296,44866001574,48000000,-,,,33600004315,4315
337,2,28060920666,28074020611,13099945,28026939851,14000000,-,,,,
337,3,44911149722,44938291407,27141685,44855182055,32000000,-,,,,
338,1,45010737500,45046108425,35370925,44966006907,48000000,-,,,33699995945,-4055
338,2,28110924537,28124054444,13129907,28076935425,14000000,-,,,,
338,3,45011152333,45038291518,27139185,44955175666,32000000,-,,,,
339,1,45110737314,45146109351,35372037,45066009407,48000000,-,,,33799995759,-4241
339,2,28160921203,28174022166,13100963,28126948574,14000000,-,,,,
339,3,45111152259,45138294407,27142148,45055177500,32000000,-,,,,
340,1,45210744814,45246107037,35362223,45166008759,48000000,-,,,33900003259,3259
340,2,28210917851,28224048722,13130871,28176936240,14000000,-,,,,
340,3,45211149203,45238289648,27140445,45155177833,32000000,-,,,,
341,1,45310741851,45346102703,35360852,45266004759,48000000,-,,,34000000296,296
341,2,28260915537,28274010740,13095203,28226941814,14000000,-,,,,
341,3,45311146574,45338288592,27142018,45255174222,32000000,-,,,,
342,1,45410741518,45446100148,35358630,45366003703,48000000,-,,,34099999963,-37
342,2,28310922722,28324052425,13129703,28276927388,14000000,-,,,,
342,3,45411156648,45438292833,27136185,45355172111,32000000,-,,,,
343,1,45510744592,45546106648,35362056,45466002500,48000000,-,,,34200003037,3037
343,2,28360923981,28374026907,13102926,28326947037,14000000,-,,,,
343,3,45511148944,45538290166,27141222,45455181370,32000000,-,,,,
344,1,45610741314,45646099851,35358537,45566005777,48000000,-,,,34299999759,-241
344,2,28410922351,28424051222,13128871,28376938629,14000000,-,,,,
344,3,45611156537,45638293314,27136777,45555174777,32000000,-,,,,
345,1,45710737240,45746111796,35374556,45666002555,48000000,-,,,34399995685,-4315
345,2,28460918314,28474018351,13100037,28426946018,14000000,-,,,,
345,3,45711152666,45738291796,27139130,45655182185,32000000,-,,,,
346,1,45810737648,45846112870,35375222,45766011777,48000000,-,,,34499996093,-3907
346,2,28510920333,28524049296,13128963,28476933037,14000000,-,,,,
346,3,45811152203,45838292611,27140408,45755177500,32000000,-,,,,
347,1,45910747314,45946109166,35361852,45866010000,48000000,-,,,34600005759,5759
347,2,28560921333,28574023703,13102370,28526944000,14000000,-,,,,
347,3,45911151240,45938291648,27140408,45855177685,32000000,-,,,,
348,1,46010743611,46046105962,35362351,45966008000,48000000,-,,,34700002056,2056
348,2,28610917611,28624048092,13130481,28576935944,14000000,-,,,,
348,3,46011148203,46038290185,27141982,45955176981,32000000,-,,,,
349,1,46110739537,46146094111,35354574,46066004870,48000000,-,,,34799997982,-2018
349,2,28660916388,28674016944,13100556,28626941351,14000000,-,,,,
349,3,46111154018,46138296870,27142852,46055173814,32000000,-,,,,
350,1,46210743037,46246103185,35360148,46165997722,48000000,-,,,34900001482,1482
350,2,28710922962,28724052518,13129556,28676930981,14000000,-,,,,
350,3,46211147370,46238284611,27137241,46155179925,32000000,-,,,,
351,1,46310742351,46346104574,35362223,46266003092,48000000,-,,,35000000796,796
351,2,28760920907,28774019592,13098685,28726946537,14000000,-,,,,
351,3,46311146185,46338285888,27139703,46255172537,32000000,-,,,,
352,1,46410746574,46446107351,35360777,46366003277,48000000,-,,,35100005019,5019
352,2,28810923000,28824051944,13128944,28776935722,14000000,-,,,,
352,3,46411150888,46438291833,27140945,46355171796,32000000,-,,,,
353,1,46510743000,46546103203,35360203,46466007796,48000000,-,,,35200001445,1445
353,2,28860919925,28874019370,13099445,28826946611,14000000,-,,,,
353,3,46511147425,46538288759,27141334,46455176481,32000000,-,,,,
354,1,46610745222,46646105481,35360259,46566003296,48000000,-,,,35300003667,3667
354,2,28910918500,28924046777,13128277,28876934759,14000000,-,,,,
354,3,46611148722,46638290407,27141685,46555172907,32000000,-,,,,
355,1,46710739055,46746095722,35356667,46666005148,48000000,-,,,35399997500,-2500
355,2,28960916000,28974018796,13102796,28926942018,14000000,-,,,,
355,3,46711153388,46738294240,27140852,46655173833,32000000,-,,,,
356,1,46810743296,46846103500,35360204,46765998444,48000000,-,,,35500001741,1741
356,2,29010922592,29024051777,13129185,28976930444,14000000,-,,,,
356,3,46811147481,46838285537,27138056,46755178648,32000000,-,,,,
357,1,46910745907,46946105722,35359815,46866003722,48000000,-,,,35600004352,4352
357,2,29060919129,29074017981,13098852,29026946518,14000000,-,,,,
357,3,46911150925,46938292092,27141167,46855172962,32000000,-,,,,
358,1,47010745462,47046105962,35360500,46966006185,48000000,-,,,35700003907,3907
358,2,29110918981,29124048111,13129130,29076930925,14000000,-,,,,
358,3,47011149851,47038292685,27142834,46955175981,32000000,-,,,,
359,1,47110743796,47146102500,35358704,47066005574,48000000,-,,,35800002241,2241
359,2,29160918148,29174018018,13099870,29126942370,14000000,-,,,,
359,3,47111148092,47138287500,27139408,47055175222,32000000,-,,,,
